Stock_No,Make,Model,Trim,Year,Eng,Trans,Color,Mileage,VIN,Options,Warranty Type,Price,EPACity,EPAHighway,Modified,Internet Specials,Sold,Locked,Dealer Certified,Manufacturer Cert.,Home Page Special,KBB Valuation Needs Verification,Rooftop,Type,MSRP,Days in Stock,Photos
A41070,Ford,F-150,KING RANCH,2017,Regular Unleaded V-8 5.0 L,Automatic,,219925,1FTEW1EF4HFA41070,5.0L V8 engine|6-speed automatic|4WD|King Ranch Package|Off-road suspension|20-inch alloy wheels|Halogen headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Sony premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,15,21,20995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,21995,48,20,
C40326,Ford,Super Duty F-250 SRW,Platinum 4WD,2024,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Agate Black Metallic,33472,1FT8W2BM4REC40326,6.7L Power Stroke Turbo Diesel V8|10-speed automatic|4WD|Platinum Package|Heavy-duty suspension|20-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Spray-on bedliner|Leather seating surfaces|Heated front seats|Ventilated front seats|Heated rear seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Wireless charging|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,0,0,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,36,33,
A02820,Ford,Expedition,,2017,Twin Turbo Regular Unleaded V-6 3.5 L/213,Automatic,,170454,1FMJU1JT0HEA02820,3.5L Twin Turbo V6|6-speed automatic|4WD|Off-road suspension|20-inch alloy wheels|Halogen headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Sony premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,15,20,0,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,0,34,20,
96990,Ford,F-150,Black Ops,2023,Regular Unleaded V-8 5.0 L,Automatic,,18393,1FTFW1ES6PF096990,5.0L V8 engine|10-speed automatic|4WD|Black Ops Package|Off-road suspension|20-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Wireless charging|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,17,23,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,23,20,
A20534,Ford,Bronco Sport,Big Bend 4WD,2021,Intercooled Turbo Regular Unleaded I-3 1.5 L/91,Automatic,Alto Blue Metallic Tinted Clearcoat,50463,3FMCR9B60MRA20534,1.5L Turbocharged I-3|8-speed automatic|4WD|Big Bend Package|Off-road suspension|17-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Cloth seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,25,28,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,15,20,
B77599,Ford,Explorer,Timberline 4WD,2022,Intercooled Turbo Premium Unleaded I-4 2.3 L/140,Automatic,Carbonized Gray Metallic,30556,1FMSK8JH4NGB77599,2.3L Turbocharged I-4|10-speed automatic|4WD|Timberline Package|Off-road suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,19,22,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,15,20,
342593,GMC,Sierra 1500,SLT,2016,Gas V8 5.3L/325,Automatic,Summit White,94563,3GTU2NEC5GG342593,5.3L V8 engine|6-speed automatic|4WD|SLT Package|Off-road suspension|18-inch alloy wheels|Halogen headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Bose premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,16,22,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,28,20,
537204,GMC,Sierra 1500,SLT,2018,Gas V8 5.3L/325,Automatic,Summit White,161675,3GTU2NEC2JG537204,5.3L V8 engine|8-speed automatic|4WD|SLT Package|Off-road suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Bose premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,15,20,18995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,19995,65,20,
113816,GMC,Sierra 2500HD,,2019,Turbocharged Diesel V8 6.6L/403,Automatic,Quicksilver Metallic,52400,1GT12SEY6KF113816,6.6L Duramax Turbo Diesel V8|6-speed automatic|4WD|Heavy-duty suspension|Steel wheels|LED headlamps|LED taillamps|Manual tailgate|Vinyl seating surfaces|Single-zone climate control|AM/FM stereo|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,0,0,0,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,0,594,35,
135833,GMC,Yukon XL,SLT,2015,Gas/Ethanol V8 5.3L/323,Automatic,Crystal Red Tintcoat,183027,1GKS2HKC5FR135833,,,15,22,0,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,0,20,20,
512837,GMC,Sierra 2500HD,Denali 4WD Crew Cab,2015,Turbocharged Diesel V8 6.6L/403,Automatic,Summit White,360388,1GT120E81FF512837,,,,,24995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,26995,68,20,
231722,GMC,Sierra 1500,SLT 4WD Crew Cab,2023,Turbocharged Diesel I6 3.0L/,Automatic,Onyx Black,36925,3GTUUDE85PG231722,,,22,27,52995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,53995,519,34,
633636,GMC,Sierra 1500,,2022,Turbocharged Diesel I6 3.0L/183,Automatic,Onyx Black,63144,3GTUUEET7NG633636,,,22,26,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,112,34,
902039,GMC,Savana Commercial Cutaway,3500,2011,Gas/Ethanol V8 6.0L/364,Automatic,Special Paint,208397,1GD374CG8B1902039,,,,,16995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,17995,498,17,
243733,GMC,Sierra 1500,Elevation X31 4WD,2019,Gas V8 5.3L,Automatic,Onyx Black,103375,1GTR9CED5KZ243733,,,15,21,30995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,31995,257,31,
281609,GMC,Sierra 2500HD,AT4 4WD,2022,Turbocharged Diesel V8 6.6L/,Automatic,Summit White,127393,1GT49PEY4NF281609,,,,,48995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,49995,202,34,
289036,GMC,Yukon XL,Denali Ultimate 4WD,2024,Gas V8 6.2L/,Automatic,Onyx Black,23045,1GKS2KKL1RR289036,,,14,18,89500,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,89995,167,38,
229111,GMC,Sierra 1500,AT4 X 4WD,2024,Gas V8 6.2L/376,Automatic,Onyx Black,12725,3GTUUFEL6RG229111,,,14,16,72995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,73995,161,36,
101160,GMC,Sierra 1500,Denali 4WD Crew Cab,2019,Gas V8 6.2L,Automatic,Onyx Black,71594,1GTU9FEL5KZ101160,,,15,20,42995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,44995,119,32,
121781,GMC,Sierra 1500,4WD Denali,2024,Gas V8 6.2L/376,Automatic,Onyx Black,24849,1GTUUGEL7RZ121781,,,15,19,65995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,67995,117,34,
238850,GMC,Yukon,SLT 4WD,2018,Gas V8 5.3L/325,Automatic,White Frost Tricoat,159757,1GKS2BKC8JR238850,,,16,22,28995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,29999,113,34,
175669,GMC,Sierra 2500HD,Denali 4WD Crew Cab,2025,Turbocharged Diesel V8 6.6L/,Automatic,Onyx Black,2805,1GT4UREYXSF175669,,,,,88500,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,89500,103,34,
190159,GMC,Sierra 3500HD,Denali Ultimate 4WD Crew Cab,2024,Turbocharged Diesel V8 6.6L/,Automatic,White Frost Tricoat,64317,1GT49YEYXRF190159,,,,,78995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,79995,103,41,
325737,GMC,Sierra 1500,Denali 4WD,2024,Gas V8 5.3L/325,Automatic,Onyx Black,22176,3GTUUGED4RG325737,,,15,20,68995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,69995,99,37,
209663,GMC,Sierra 2500HD,4WD Denali Ultimate,2024,Turbocharged Diesel V8 6.6L/,Automatic,White Frost Tricoat,13257,1GT49XEY5RF209663,,,,,85000,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,86995,82,38,
122458,GMC,Sierra 2500HD,4WD Denali Ultimate,2025,Turbocharged Diesel V8 6.6L/,Automatic,Downpour Metallic,4762,1GT4UXEY1SF122458,,,,,94995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,96995,70,38,
138738,GMC,Savana Cargo Van,,2024,Gas V6 4.3L/,Automatic,Summit White,371,1GTW7AFP7R1138738,,,,,44995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,45995,70,23,
372725,GMC,Terrain,SLT,2019,Turbocharged Gas/E15 I4 1.5L/92,Automatic,Summit White,101114,3GKALPEV1KL372725,,,26,30,18995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,19995,69,20,
136945,GMC,Sierra 1500,Denali 4WD,2018,Gas V8 6.2L/376,Automatic,Onyx Black,123405,3GTU2PEJ8JG136945,,,15,20,34995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,36995,69,20,
180487,GMC,Sierra 1500 Limited,SLT 4WD,2022,Diesel I6 3.0L/183,Automatic,Summit White,99991,3GTU9DET2NG180487,,,22,26,42995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,43995,69,20,
514042,GMC,Sierra 2500HD,Denali 4WD Crew Cab,2015,Turbocharged Diesel V8 6.6L/403,Automatic,Summit White,181007,1GT120E85FF514042,,,,,30995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,31995,68,20,
283679,GMC,Sierra 2500HD,XLE,2022,Gas V8 6.6L/,Automatic,Cardinal Red,75826,1GT49ME75NF283679,,,,,48995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,49995,65,20,
302841,GMC,Canyon,4WD AT4,2024,Turbocharged Gas I4 2.7L/,Automatic,Onyx Black,4195,1GTP6DEK1R1302841,,,18,22,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,28,20,
373768,GMC,Sierra 1500,SLT,2015,Gas V8 5.3L/325,Automatic,Light Steel Gray Metallic,173420,3GTU2VEC6FG373768,,,16,22,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,20,20,
674103,GMC,Sierra 1500,DENALI 4WD,2022,Gas V8 6.2L/376,Automatic,Onyx Black,60046,3GTUUGEL7NG674103,,,15,20,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,8,25,
934,Honda,CR-V Hybrid,Touring AWD,2021,Gas/Electric I-4 2.0 L/122,Variable,Modern Steel Metallic,23313,7FART6H97ME000934,,,40,35,32995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,34995,"1,344",31,
708954,Honda,CR-V Hybrid,Sport,2023,Gas/Electric I-4 2.0 L/122,Variable,Radiant Red Metallic,28530,2HKRS5H59PH708954,,,43,36,30995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,31995,376,29,
11720,Honda,Accord Hybrid,Touring,2022,Gas/Electric I-4 2.0 L/122,Variable,Platinum White Pearl,28321,1HGCV3F99NA011720,,,44,41,34995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,35995,70,20,
83457,Honda,Accord Sedan,EX,2024,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,Variable,,4093,1HGCY1F3XRA083457,,,29,37,33995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,35995,63,20,
15271,Honda,CR-V,EX,2022,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,Variable,Modern Steel Metallic,33924,7FARW1H54NE015271,,,28,34,28995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,29995,62,20,
97069,Honda,Pilot,EX-L,2021,Regular Unleaded V-6 3.5 L/212,Automatic,,17738,5FNYF6H58MB097069,,,19,26,32995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,34995,54,20,
20120,Honda,Accord Sedan,EX-L,2015,Regular Unleaded V-6 3.5 L/212,Automatic,,141219,1HGCR3F81FA020120,,,21,34,0,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,0,34,20,
52796,Honda,Pilot,EX-L,2017,Regular Unleaded V-6 3.5 L/212,Automatic,,134692,5FNYF6H54HB052796,,,18,26,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,20,20,
4702,Honda,CR-V,EX-L,2022,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,Variable,Platinum White Pearl,14569,5J6RW1H84NA004702,,,28,34,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,15,20,
611841,Honda,CR-V,EX-L,2020,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,Variable,Sonic Gray Pearl,38325,2HKRW2H85LH611841,,,27,32,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,15,20,
10717,Honda,Accord Sedan,EX,2023,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,Variable,,0,1HGCY1F31PA010717,,,29,37,0,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,0,8,20,
485186,Hyundai,Santa Fe,SEl FWD,2023,Regular Unleaded I-4 2.5 L/152,Automatic,Quartz White,5366,5NMS24AJ2PH485186,,,25,28,28995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,29995,854,35,
217787,Hyundai,Tucson,Limited FWD,2023,Regular Unleaded I-4 2.5 L/152,Automatic,Intense Blue,2872,5NMJE3AE4PH217787,,,25,32,30995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,31995,768,31,
397706,Hyundai,Sonata,SEL,2024,Regular Unleaded I-4 2.5 L/152,Automatic,Carbon Blue,28527,KMHL64JA9RA397706,,,25,36,24995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,25995,54,20,
312666,Hyundai,Kona,SEL,2025,Regular Unleaded I-4 2.0 L/122,Variable,Cyber Gray Metallic,9432,KM8HB3AB4SU312666,,,28,35,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,34,20,
292824,Hyundai,Santa Fe,SEL,2020,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,Stormy Sea,94071,5NMS33AA5LH292824,,,20,27,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,20,20,
510041,Jeep,Wrangler Unlimited,Sahara 4WD,2019,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,Bright White Clearcoat,99849,1C4HJXEN2KW510041,,,18,24,24995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,25995,294,27,
589714,Jeep,Gladiator,,2021,Regular Unleaded V-6 3.6 L/220,Automatic,Bright White Clearcoat,11111,1C6JJTEG5ML589714,,,17,22,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,"1,213",32,
733002,Jeep,Wrangler Unlimited,Rubicon,2015,Regular Unleaded V-6 3.6 L/220,Manual,Anvil Clearcoat,52548,1C4BJWFG1FL733002,,,16,21,26995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,27995,48,20,
274572,Jeep,Wrangler 4xe,Unlimited Sahara 4WD,2022,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,Sting-Gray Clearcoat,33693,1C4JJXP68NW274572,,,,,38995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,39995,672,32,
300599,Jeep,Wrangler Unlimited,Rubicon 4WD,2020,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,Ocean Blue Metallic Clearcoat,67916,1C4HJXFN0LW300599,,,18,22,34995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,35995,383,26,
131841,Jeep,Wrangler,Rubicon 4WD Convertible,2024,Regular Unleaded V-6 3.6 L/220,Automatic,Black Clearcoat,7122,1C4PJXFG4RW131841,,,16,19,48995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,49995,154,30,
521807,Jeep,Wrangler,Unlimited Willys 4WD Convertible,2021,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,Sarge Green Clearcoat,60615,1C4HJXDN6MW521807,,,20,24,32995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,33995,119,29,
526810,Jeep,Gladiator,Mojave 4WD Crew Cab,2021,Regular Unleaded V-6 3.6 L/220,Automatic,Snazzberry Pearlcoat,31826,1C6JJTEG5ML526810,,,17,22,42995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,43995,71,29,
617332,Jeep,Wrangler,Sport,2013,Gas V6 3.6L/231,Manual,True Blue Pearl,163515,1C4AJWAG1DL617332,,,17,21,13995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,14995,63,20,
318074,Jeep,Cherokee,High Altitude,2016,Regular Unleaded V-6 3.2 L/198,Automatic,Brilliant Black Crystal Pearlcoat,69881,1C4PJMDS9GW318074,,,20,28,16995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,17995,50,20,
624366,Jeep,Grand Cherokee,Laredo E,2021,Regular Unleaded V-6 3.6 L/220,Automatic,Billet Silver Metallic Clearcoat,42057,1C4RJEAG2MC624366,,,19,26,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,44,20,
163293,Jeep,Compass,Trailhawk,2022,Regular Unleaded I-4 2.4 L/144,Automatic,Billet Silver Metallic Clearcoat,0,3C4NJDDB9NT163293,,,22,30,0,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,0,15,20,
522156,Kia,Niro,Touring SE Hybrid,2022,Gas/Electric I-4 1.6 L/96,Automatic,Runway Red,13803,KNDCC3LC1N5522156,,,46,40,24995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,25995,"1,184",33,
252469,Kia,Niro Plug-In Hybrid,EX Premium,2019,Gas/Electric I-4 1.6 L/96,Automatic,Gravity Blue,38882,KNDCC3LD2K5252469,,,,,20995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,21995,69,20,
244215,Kia,K5,GT,2024,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,Automatic,Wolf Gray,26751,5XXG44J88RG244215,,,24,32,0,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,0,23,20,
144251,Land Rover,Defender,130 First Edition AWD,2023,Intercooled Turbo Gas/Electric I-6 3.0 L/183,Automatic,Fuji White,19897,SALEVFEU1P2144251,,,17,21,78995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,79995,520,32,
479186,Land Rover,Discovery,P360 Metropolitan Edition,2023,Intercooled Turbo Gas/Electric I-6 3.0 L/183,Automatic,Fuji White,25579,SALRW4EUXP2479186,,,19,25,58995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,59995,154,29,
748337,Land Rover,Range Rover Sport,HST,2020,Intercooled Turbo Gas/Electric I-6 3.0 L/183,Automatic,Fuji White,57647,SALWS2RU7LA748337,,,19,24,42995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,43995,99,32,
105213,Lexus,ES 300h,Hybrid,2016,Gas/Electric I-4 2.5 L/152,Variable,Nebula Gray Pearl,157877,JTHBW1GG7G2105213,,,40,39,16995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,18995,70,20,
47426,Lexus,GX,GX 550 Luxury,2025,Twin Turbo Premium Unleaded V-6 3.4 L/210,Automatic,,4071,JTJVBCDX9S5047426,,,15,21,0,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,0,44,20,
31138,Lexus,ES 350,,2016,Regular Unleaded V-6 3.5 L/211,Automatic,Atomic Silver,88934,58ABK1GG2GU031138,,,21,31,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,8,20,
L12770,Lincoln,Aviator,Reserve II AWD,2020,Twin Turbo Premium Unleaded V-6 3.0 L/183,Automatic,Iced Mocha Metallic Premium Colorant,39792,5LM5J7XC7LGL12770,,,17,24,38995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,39995,"1,464",31,
L06107,Lincoln,Navigator L,Reserve 4WD,2023,Twin Turbo Premium Unleaded V-6 3.5 L/213,Automatic,Pristine White Metallic Tri-Coat,13267,5LMJJ3LGXPEL06107,,,16,22,78995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,79995,212,37,
L14729,Lincoln,Aviator,Reserve AWD,2023,Twin Turbo Premium Unleaded V-6 3.0 L/183,Automatic,Jewel Sandstone Metallic Premium Colorant,13556,5LM5J7XC1PGL14729,,,17,24,54995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,55995,96,35,
271400,Mercedes-Benz,SLK-Class,3.2L,2003,Gas V6 3.2L/195,,,0,WDBKK65F53F271400,,,17,26,8995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,9995,63,20,
168376,Mercedes-Benz,GLC,300 4MATIC,2023,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,Automatic,Polar White,43272,W1N0J8EB5PG168376,,,20,26,40995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,42995,104,29,
91977,Mercedes-Benz,SL-Class,5.0L,2005,Gas V8 5.0L/303,Automatic,,145681,WDBSK75F25F091977,,,16,23,15995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,17995,64,20,
79073,Mercedes-Benz,GLC,GLC 300,2018,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,Automatic,Polar White,86295,WDC0G4JB0JV079073,,,22,28,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,15,20,
843282,Nissan,Versa,SV,2020,Regular Unleaded I-4 1.6 L/98,Variable,Super Black,106516,3N1CN8EV3LL843282,,,32,40,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,8,20,
130330,Polaris,Slingshot,SLR,2018,,,,0,57XAARFA9K8130330,,,,,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,21995,56,20,
229517,Pontiac,Firebird,WS6,1998,Gas V8 5.7L/346,Manual,Bright Silver (Met),75559,2G2FV22G0W2229517,,,17,26,20995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,21995,64,20,
120056,Pontiac,Firebird,WS6,2001,Gas V8 5.7L/346,Automatic,Navy Blue Metallic,144723,2G2FV22G312120056,,,18,28,12995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,14995,63,20,
298736,Ram,1500,Laramie,2016,Regular Unleaded V-6 3.6 L/220,Automatic,Flame Red Clearcoat,211356,1C6RR7NGXGS298736,3.6L V6 engine|8-speed automatic|4WD|Laramie Package|Off-road suspension|18-inch alloy wheels|Halogen headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,16,23,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,"2,164",20,
237034,Ram,1500,Longhorn 4WD,2018,Intercooled Turbo Diesel V-6 3.0 L/182,Automatic,Bright White Clearcoat,60445,1C6RR7PM0JS237034,3.0L EcoDiesel V6|8-speed automatic|4WD|Longhorn Package|Off-road suspension|20-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,19,27,34995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,35995,"1,597",32,
